Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Average
Lower middle income,LMC,84616.6,90186.84,92181.99,102323.69,114986.01,123090.76,112246.18,119766.38,127098.24,140740.97,152459.42,158769.88,169451.05,199278.08,246307.96,269899.26,285187.2,320267.6,362652.45,421466.18,513382.47,639660.89,635625.33,601271.76,576353.49,615172.49,618320.7,672772.47,696573.68,683580.73,733709.87,702239.99,735562.03,747221.96,839697.57,997448.0,1135329.34,1192059.71,1217725.09,1122826.69,1185525.2,1197955.23,1264000.38,1433893.5,1649437.91,1900255.69,2225374.82,2723528.15,3012634.29,3141137.67,3780034.65,4217834.19,4456528.17,4712914.03,5090396.35,5083698.6,5297558.62,5693069.21,5979736.77,6278114.87,6081790.24,6894335.37,7341102.95,7384750.13,1834298.72
Low & middle income,LMY,281513.38,278866.91,283225.16,311642.01,354591.64,390786.3,397997.51,414951.01,438311.72,488148.07,534184.24,569852.86,639212.14,791712.14,995177.86,1126112.35,1204422.07,1350366.41,1462134.39,1758772.78,2120140.55,2395447.21,2328098.94,2332808.61,2404502.55,2481198.23,2482659.5,2538704.91,2700670.44,2796054.38,3194207.23,3099577.61,3275746.56,3621878.2,4056216.01,4627182.61,5138106.43,5453626.93,5426864.97,5223485.81,5680267.09,5687811.93,5796547.79,6487373.55,7609727.99,8985212.39,10575560.32,12982509.32,15416273.27,15446634.91,18779543.11,22115543.08,23512181.55,24940261.49,26101787.33,25326526.31,25586586.84,27933259.33,29703722.07,30424528.25,29491920.68,34734957.85,36438640.51,37425214.51,8889871.1
Lesotho,LSO,34.58,35.7,41.86,47.04,51.94,54.88,56.7,59.26,61.45,65.97,68.74,76.48,80.91,121.19,150.85,149.56,147.66,193.32,266.57,290.13,431.54,434.19,348.74,386.7,333.16,268.63,318.86,402.77,470.4,495.41,596.41,704.33,831.03,835.58,878.25,1001.89,946.11,998.0,928.46,912.77,887.29,825.71,775.78,1157.83,1511.24,1682.34,1800.09,1682.13,1766.9,1740.89,2234.75,2579.41,2477.7,2367.11,2441.06,2359.69,2114.43,2306.74,2556.25,2390.7,2053.34,2406.78,2289.36,2046.04,953.62
Late-demographic dividend,LTE,236359.7,215773.98,215218.3,228482.03,263093.01,297806.78,322756.41,317115.28,316338.72,354454.62,402926.76,443431.3,504217.95,633970.16,733418.81,788838.96,812873.57,946458.12,939558.6,1163005.7,1372119.75,1415544.96,1400418.31,1461396.32,1552335.17,1660675.51,1684896.07,1746603.59,1907970.21,1913194.18,1966143.16,1983419.92,2022186.05,2105333.94,2442945.41,3018292.16,3329594.71,3486500.37,3361066.47,3106274.4,3410313.49,3525091.03,3736796.11,4257947.21,5117293.24,6172905.22,7448573.74,9382447.41,11663554.91,11269360.52,13564267.76,16530365.96,17680657.97,19042359.86,19776331.35,18550881.24,18593573.74,20631078.38,22623622.46,23050208.31,22531183.29,26872794.4,28062557.33,28341396.91,6482946.43
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7867.14,8382.52,10118.63,11239.55,10971.58,11524.78,12237.39,14259.78,18781.72,22627.51,26097.68,30183.58,39697.89,47797.55,37388.12,37128.69,43535.05,42927.45,46523.42,48533.66,41435.53,43047.31,47758.74,53751.41,54808.53,56964.94,66798.93,71013.95,77836.4,35904.81
Luxembourg,LUX,709.94,710.16,747.85,797.9,910.88,929.48,976.72,983.05,1075.56,1245.43,1457.77,1518.77,1901.7,2609.88,3183.64,3123.33,3423.59,3789.32,4718.54,5516.98,6019.81,5053.67,4602.32,4524.22,4438.44,4577.21,6685.6,8320.9,9418.17,10037.67,12778.79,13834.22,15518.7,15925.52,17701.8,20853.09,20895.31,19563.84,20150.05,21899.32,21230.18,21387.53,23649.83,29667.27,35064.84,37672.28,42910.15,51587.4,58844.28,54467.29,56213.99,61696.28,59776.38,65203.28,68804.81,60071.58,62216.89,65712.18,71000.36,69890.51,73699.37,85584.11,81641.81,85755.01,25419.95
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5789.13,5975.25,6527.93,7166.28,7533.79,7958.85,8362.4,9557.03,11771.98,14435.7,17003.46,21570.08,31054.35,35854.27,26410.91,23956.16,27474.38,28169.9,30204.78,31386.9,27263.09,28083.6,30483.81,34429.02,34225.55,34390.91,39443.13,40422.52,43627.08,23121.8
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,1142.5,1133.01,1304.36,1362.07,1532.11,1957.72,2288.76,2705.67,3246.48,3765.25,4914.37,5665.61,6311.21,7046.15,7176.89,7267.57,6797.79,6547.67,6774.19,6860.27,7371.69,8246.48,10643.25,12160.06,14874.1,18439.98,21027.02,21587.79,28241.8,36845.89,43189.72,51536.6,54902.83,45048.19,45070.81,50383.87,55190.66,55082.29,25343.53,30969.33,24464.72,47061.84,18892.43
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.88,,,772.92,,,,,652.21,,649.21,,,712.56
Morocco,MAR,2037.15,2025.69,2379.61,2657.25,2798.35,2948.33,2876.4,3046.35,3271.42,3651.62,3956.34,4356.67,5074.12,6242.15,7675.47,8984.85,9584.3,11049.78,13236.95,15911.99,21728.52,17788.19,17692.28,16251.41,14824.67,14991.28,19462.09,21765.2,25705.3,26314.31,30179.95,32285.57,33711.07,31655.47,35604.14,39030.29,43161.57,39147.84,46497.61,46266.43,43017.46,43831.48,47077.19,58029.36,66114.15,68852.66,75883.82,86947.91,101822.91,101154.95,100865.33,110080.63,106937.39,115739.29,119130.84,110413.82,111572.95,118540.57,127341.15,128920.27,121353.65,141817.8,130912.56,141109.37,47895.24
Monaco,MCO,,,,,,,,,,,293.13,327.71,402.45,523.55,563.95,711.98,735.32,811.19,1000.56,1209.87,1378.18,1205.19,1143.22,1092.56,1037.33,1082.87,1515.23,1839.08,2000.7,2010.08,2481.31,2480.54,2737.05,2574.49,2720.33,3130.31,3137.89,2840.2,2934.59,2907.12,2654.46,2673.72,2919.65,3597.09,4043.55,4204.65,4586.83,5875.79,6502.94,5474.38,5367.56,6088.69,5742.75,6555.59,7069.35,6261.65,6465.65,6431.27,7182.44,7383.94,6739.65,8626.08,8784.0,,3397.35
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3571.25,3083.33,2320.44,2371.71,1702.29,1752.98,1695.12,1930.08,1698.72,1170.78,1288.43,1480.67,1661.82,1980.91,2598.25,2988.34,3408.26,4401.17,6054.82,5439.43,6974.98,8414.35,8709.14,9496.72,9402.09,7797.67,7980.92,9514.4,11252.35,11736.8,11530.75,13691.87,14510.49,16539.44,5886.79
Madagascar,MDG,673.08,699.16,739.29,759.35,802.48,833.56,900.26,956.44,1031.67,1056.39,1111.86,1199.51,1341.59,1653.06,1917.51,2283.05,2181.84,2358.93,2669.76,3463.57,5201.82,4759.33,4784.98,4686.46,3905.94,3802.56,4347.99,3212.9,3189.46,3175.64,3931.33,3254.71,3714.97,4063.3,3522.23,3838.1,4931.86,4262.97,4401.97,4277.9,4629.25,5438.33,5351.7,6372.5,5064.73,5859.27,6395.71,8524.62,10725.14,9616.88,9982.71,11551.82,11578.98,12423.56,12522.96,11323.02,11848.61,13176.31,13760.03,14104.66,13051.44,14554.75,15302.51,16031.7,5610.78
Maldives,MDV,,,,,,,,,,,19.33,21.57,25.18,30.86,39.12,24.54,22.4,20.85,24.37,38.52,42.46,44.78,47.91,57.83,109.5,127.19,141.88,141.22,168.51,189.51,215.04,244.4,284.88,322.42,356.01,398.99,450.38,508.22,540.1,589.24,624.34,870.03,897.03,1052.12,1226.83,1163.36,1575.2,1868.38,2271.65,2345.29,2588.18,2774.35,2886.16,3295.01,3697.35,4129.51,4409.94,4816.43,5404.34,5726.09,3712.6,5254.37,6170.64,6600.0,1492.71
Middle East & North Africa,MEA,,,,,,33355.53,35719.09,38474.32,44168.9,49272.97,55493.55,63999.37,78443.64,107825.54,198498.01,216777.97,270073.05,313508.26,331514.99,434447.52,560256.59,573674.76,572709.62,581874.65,586005.81,597081.17,604167.75,560688.65,555522.11,572245.0,745103.07,549381.62,600384.97,610560.14,646604.93,713738.12,794179.4,832657.22,814471.74,885972.64,992555.77,987483.97,979351.63,1090479.52,1286313.66,1542092.36,1810948.3,2140272.38,2674260.69,2399657.7,2820272.2,3396706.6,3660136.64,3601732.09,3627618.41,3201010.43,3234258.58,3372000.24,3538057.1,3549945.03,3199081.95,3780277.13,4497116.84,4287684.13,1371155.36
Mexico,MEX,13040.0,14160.0,15200.0,16960.0,20080.0,21840.0,24320.0,26560.0,29360.0,32480.0,35520.0,39200.0,45200.0,55280.0,72000.0,88000.0,88875.92,81912.02,102648.57,134531.9,205577.06,263797.83,184602.61,156167.0,184230.75,195241.07,134556.03,147542.56,181611.15,221403.1,261253.68,313139.66,363157.83,530160.76,553618.25,380157.47,432157.95,523449.53,557461.1,631249.36,742061.33,796064.59,810666.12,765549.97,819459.23,917571.85,1020265.06,1102355.55,1161553.46,943437.42,1105424.24,1229013.7,1255110.42,1327436.29,1364507.72,1213294.47,1112233.5,1190721.48,1256300.18,1305211.14,1120832.41,1313069.76,1463323.89,1788886.82,539094.59
Marshall Islands,MHL,,,,,,,,,,,8.41,9.12,9.97,11.61,15.22,16.69,18.15,20.21,22.21,25.55,26.71,31.02,34.92,41.75,45.14,43.88,55.99,62.98,70.69,72.8,78.48,82.51,91.06,99.46,108.07,120.23,110.86,109.88,112.07,113.35,114.84,122.41,131.96,131.13,132.79,137.82,142.92,150.1,146.21,150.89,160.63,172.04,180.3,185.82,185.45,183.22,200.9,212.94,219.43,232.0,240.75,257.78,258.77,284.0,111.19
Middle income,MIC,270718.55,267466.07,271024.74,298767.05,340749.02,375732.0,382481.55,398430.85,420802.11,468893.14,513783.08,547623.11,614334.52,762749.41,959290.77,1083426.43,1157806.52,1298191.48,1403711.74,1694486.07,2046090.05,2316123.72,2249264.65,2252789.51,2321998.21,2400309.6,2398887.16,2449690.19,2605947.79,2693997.68,3069619.98,2962306.11,3176786.98,3516032.47,3955758.24,4532077.39,5044736.12,5353982.64,5326398.71,5122654.5,5557879.88,5572267.08,5670206.84,6346256.9,7444671.19,8788211.8,10346313.01,12703066.99,15080296.67,15112134.34,18410290.63,21713900.54,23131481.31,24546674.7,25680744.77,24911694.91,25202592.68,27530340.43,29284043.92,29978481.8,29051739.63,34266063.72,35907869.7,36786942.11,8724220.09
North Macedonia,MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4699.65,4938.78,2436.85,2682.46,3559.61,4707.04,4642.02,3912.99,3765.75,3863.62,3772.86,3709.64,4018.37,4946.3,5682.78,6258.6,6861.23,8336.47,9909.55,9401.74,9407.17,10494.63,9745.26,10817.7,11362.27,10064.52,10672.47,11307.07,12683.07,12606.34,12361.04,14000.28,13711.47,14761.24,7826.5
Mali,MLI,,,,,,,,275.49,343.77,339.91,359.77,395.22,486.62,563.68,538.75,830.71,939.23,1049.84,1222.7,1595.42,1759.69,1538.97,1333.75,1297.77,1232.93,1392.2,1852.16,2090.63,2169.04,2181.82,2681.91,2724.13,2830.67,2818.28,2081.85,2706.43,2780.42,2697.11,2920.36,3440.72,2961.48,3468.34,3908.12,4714.07,5454.25,6247.52,6905.93,8156.47,9838.4,10231.96,10689.17,12995.11,12442.04,13242.69,14364.94,13104.76,14026.05,15365.71,17070.87,17280.25,17465.39,19309.46,18780.32,20904.9,5831.58
Malta,MLT,,,,,,,,,,,250.72,264.58,295.12,345.6,376.09,474.62,527.94,625.57,793.68,1001.3,1250.24,1243.47,1234.52,1165.77,1101.83,1117.84,1435.08,1751.25,2019.47,2118.57,2547.16,2750.04,3021.91,2709.18,2998.57,3720.4,3822.88,3793.42,4010.57,4121.35,4069.52,4088.37,4470.45,5448.42,6098.09,6416.18,6778.32,7925.37,9090.41,8696.37,9035.82,9638.73,9461.78,10551.03,11625.85,11091.48,11668.02,13484.54,15404.39,16004.56,15250.0,18123.72,18357.07,20957.0,5678.23
Myanmar,MMR,545.1,605.58,634.53,599.0,411.42,367.05,293.1,420.36,559.96,571.85,563.56,587.45,662.21,719.75,1225.59,1061.11,1204.7,873.58,935.41,952.27,1038.23,1111.0,1481.17,1381.57,1304.06,1478.91,1582.87,1562.45,1541.09,2013.45,2115.19,2069.83,2411.55,3163.02,4432.26,5289.17,6123.56,4722.29,6459.46,8486.83,8905.07,6477.79,6777.63,10467.11,10567.35,11986.97,14502.55,20182.48,31862.55,36906.18,49540.81,59977.33,59937.8,60269.73,65531.37,59607.29,63298.36,66053.04,67860.52,75065.11,79006.11,66345.29,62253.05,64815.03,17683.72
Middle East & North Africa (excluding high income),MNA,,16859.96,17721.01,20017.08,22275.31,24847.6,26305.84,28630.54,32496.38,36404.63,40616.15,46629.42,55719.94,74036.33,114764.96,130816.0,162082.4,187307.61,199470.63,250478.17,304410.55,292160.81,327203.3,363200.74,378202.59,408729.43,440997.03,380589.51,362853.53,362861.53,504675.55,256748.08,280535.15,290355.96,307433.75,340259.3,380849.3,400496.88,410727.25,449128.39,474549.19,480454.32,463162.7,509460.21,604588.88,707135.26,828322.83,1016252.73,1260101.66,1221252.44,1413230.71,1654719.98,1782893.18,1643993.97,1625989.41,1460582.78,1496714.72,1496691.8,1421482.67,1433133.67,1324364.5,1535302.14,1760103.36,1646554.47,603030.73
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.26,828.95,984.29,1159.87,1284.69,1707.71,2073.23,2257.17,2721.9,3680.71,4545.67,4159.33,4142.98,4544.43,4087.53,4465.77,4593.85,4054.73,4376.93,4856.6,5506.94,5542.05,4770.0,5861.43,6229.8,7404.54,3719.05
Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,2310.1,2552.4,2725.74,2098.73,2186.51,2896.18,3020.61,3204.46,3576.97,2560.79,2379.02,1317.61,768.4,925.82,1452.17,1345.72,1180.93,1124.44,1057.41,1136.9,1268.0,1396.56,1595.3,1992.07,2523.47,3414.06,4235.0,5623.22,4583.85,7189.48,10409.8,12292.77,12582.12,12226.51,11619.89,11181.35,11480.85,13178.09,14206.36,13312.98,15286.44,17146.47,19872.18,5777.62
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284.0,1239.0,1210.0,1061.0,990.0,938.0,939.0,795.0,799.0,729.0,746.0,772.0,832.0,910.0,1230.0,1560.0,1301.0,1181.0,858.0,,,,1019.68
Mozambique,MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3854.86,2798.7,2883.16,2958.11,3061.65,4030.15,4873.66,5551.12,6285.22,5930.69,5650.15,5950.77,6583.53,7937.26,8868.5,9509.84,10811.46,12920.34,12263.89,11411.89,14619.28,16688.11,17198.07,17978.25,16208.99,12069.05,13264.64,15017.36,15512.76,14235.42,16168.06,18406.84,20624.6,10367.47
Mauritania,MRT,,159.21,164.27,168.19,224.5,255.34,266.53,282.62,311.4,295.06,309.41,335.57,391.67,493.24,613.01,703.38,775.05,799.03,804.63,951.9,1047.93,1105.49,1108.78,1165.17,1074.37,1009.72,1186.63,1344.66,1414.95,1450.65,1506.91,2133.69,2164.3,1847.35,1944.88,2091.73,2132.09,2072.0,2032.35,1985.92,1779.52,1746.06,1777.06,2051.15,2362.5,2936.02,3919.58,4346.21,5206.44,4714.6,5628.88,6764.63,6728.21,7223.07,6592.54,6166.86,6398.75,6800.14,7473.55,7894.76,8260.75,9222.54,9744.04,10452.58,2798.64
Mauritius,MUS,162.09,191.76,197.74,253.84,218.91,230.02,227.53,238.44,206.58,221.55,224.13,251.44,318.66,404.29,669.89,673.31,713.51,834.72,1029.04,1227.45,1147.03,1157.77,1092.92,1104.96,1054.56,1090.61,1482.6,1906.17,2163.25,2211.31,2689.21,2895.35,3267.68,3307.3,3606.05,4094.74,4481.49,4243.76,4225.81,4402.19,4726.11,4675.76,4906.49,5894.87,6667.42,6576.11,7028.81,8150.15,9990.36,9128.84,10003.67,11518.41,11668.7,12292.97,13074.13,12007.29,12594.16,13713.51,14735.7,14436.35,11408.11,11484.35,12927.98,14397.13,4751.99
Malawi,MWI,,,,,,,,,,,,,,,,,,,,,1801.16,1801.19,1717.38,1780.15,1758.03,1646.44,1722.59,1721.71,2008.19,2314.21,2737.09,3206.78,2618.84,3013.39,1719.86,2033.7,3319.57,3875.79,2547.61,2584.48,2537.31,2498.01,5087.33,4669.79,5058.73,5320.41,5818.28,6451.21,7743.62,9009.89,10128.32,11648.14,8773.2,8031.57,8801.33,9219.47,7909.87,8943.54,9880.68,11077.31,12041.25,12580.92,13129.46,14084.34,5599.37
Malaysia,MYS,1916.23,1901.86,2001.49,2510.11,2674.42,2956.34,3143.52,3188.92,3330.37,3664.55,3864.15,4244.4,5043.35,7662.9,9496.2,9298.8,11050.23,13139.49,16358.08,21213.26,24488.22,25004.29,26804.49,30347.44,33942.9,31199.63,27734.11,32181.21,35272.11,38847.97,44024.59,49143.15,59167.55,66894.97,74478.36,88705.34,100855.39,100005.32,72167.5,79148.42,93789.74,92783.95,100845.53,110202.37,124749.47,143534.41,162692.26,193549.57,230811.61,202257.45,255017.64,297951.67,314443.05,323276.24,338066.1,301355.27,301256.03,319109.09,358788.85,365177.72,337456.16,373832.43,407027.45,399648.83,114323.35
North America,NAC,582636.82,603067.75,646069.78,682295.26,733755.85,796668.61,874419.35,925632.06,1012423.83,1097008.08,1161681.56,1264667.55,1392809.25,1557409.84,1706504.79,1859668.76,2081069.91,2294598.18,2571444.34,2871741.32,3132696.87,3515026.74,3659222.31,3976793.68,4395317.1,4706204.51,4959811.34,5289645.74,5747233.13,6210293.49,6560811.99,6772291.61,7116394.26,7439432.92,7869047.51,8247740.84,8706425.38,9235471.83,9699947.75,10312908.63,10999205.63,11324591.28,11693694.56,12356177.17,13248370.94,14217173.73,15140991.81,15949815.41,16329831.69,15859348.14,16672948.89,17399371.32,18088714.67,18733746.18,19420301.87,19858182.36,20339807.65,21268509.96,22389071.17,23272543.65,22985521.88,25608789.79,27913419.35,29509296.09,9294495.56
Namibia,NAM,,,,,,,,,,,,,,,,,,,,,2421.99,2249.91,2118.71,2297.4,1951.26,1608.24,1809.05,2300.07,2495.09,2535.14,2789.92,2996.87,3429.52,3251.19,3666.5,3978.51,3989.16,4154.99,3873.11,3868.55,3922.23,3557.34,3349.17,4926.44,6609.21,7248.37,8001.78,8839.54,8607.43,8938.85,11431.41,12523.36,13042.05,12043.31,12435.43,11335.16,10722.02,12895.15,13682.02,12541.93,10583.75,12402.49,12567.27,12351.02,6644.13
New Caledonia,NCL,,,,,,159.59,164.21,180.04,215.51,263.11,358.82,413.99,506.81,542.29,637.4,816.65,798.31,837.62,846.0,1047.23,1182.46,972.56,904.6,823.86,796.07,854.82,1201.32,1488.09,2072.78,2185.08,2529.44,2653.78,2923.88,2822.24,3038.73,3628.44,3606.97,3291.13,3556.3,3647.8,3420.03,3297.73,3740.06,4915.35,5895.01,6238.63,6979.16,8819.92,9067.62,8704.44,9364.35,10351.45,9659.15,10151.38,10635.04,8738.2,8724.57,9174.05,9896.4,9475.66,9454.63,10071.35,9623.32,,4109.75
Niger,NER,449.53,485.79,531.74,586.29,582.82,673.38,702.3,665.59,641.21,625.87,649.92,693.57,742.78,946.39,1026.14,1048.69,1064.52,1291.46,1774.37,2109.28,2508.52,2170.89,2017.61,1803.1,1461.24,1440.58,1904.1,2233.01,2280.36,2179.57,3512.36,3285.8,3386.23,3052.67,1938.06,2302.54,2405.69,2290.32,2643.36,2537.79,2241.75,2448.71,2782.19,3394.08,3760.44,4383.32,4756.36,5731.49,7297.6,7352.13,7851.19,8772.95,9426.91,10224.9,10862.94,9683.87,10398.86,11185.1,12837.31,12889.56,13744.65,14915.0,15433.85,16819.17,4278.75
Nigeria,NGA,4196.17,4467.29,4909.4,5165.59,5552.93,5874.54,6366.92,5203.24,5201.0,6634.32,12546.09,9181.77,12274.42,15162.87,24846.64,27778.93,36308.88,36035.41,36527.86,47259.91,64201.79,164475.21,142769.36,97094.91,73484.36,73745.82,54805.85,52676.04,49648.47,44003.06,54035.8,59526.83,52058.18,56721.05,80399.61,140919.78,185730.24,200850.4,218416.2,59145.08,69171.45,73557.84,95054.06,104738.95,135764.73,175670.57,238455.0,278260.85,339476.28,295008.84,366990.42,414466.68,463971.02,520117.18,574183.76,493026.68,404649.13,375745.73,421739.25,474517.49,432198.9,440838.99,472624.6,362814.95,160300.71
Nicaragua,NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.25,987.06,1110.47,1690.71,1792.8,1912.59,3861.52,4131.91,4308.1,4389.97,4635.35,4856.01,5109.58,5351.77,5223.74,5322.24,5792.95,6321.34,6763.69,7423.42,8496.95,8298.68,8758.59,9774.31,10531.96,10982.94,11880.43,12756.71,13286.12,13785.94,13025.24,12699.05,12681.55,14144.07,15649.93,17829.22,7672.62
Netherlands,NLD,13263.46,14578.38,15824.29,17168.48,20202.32,22688.48,24705.12,27103.94,30053.41,34035.95,38164.72,44579.12,54706.56,71840.91,87243.41,100249.52,109168.72,127016.99,155859.7,179669.41,195152.09,164134.22,158479.53,153445.47,143912.66,143845.82,200862.1,245046.31,261910.51,258336.71,318330.51,327500.33,362962.87,353550.17,379130.26,452301.67,450490.2,416812.74,438008.22,447049.52,417479.34,431586.85,473861.98,580070.36,658380.08,685348.18,733955.27,848558.89,951870.0,871518.64,847380.86,905270.63,838923.32,877172.82,892167.99,765572.77,784060.43,833869.64,914043.44,910194.35,909793.47,1029678.34,1009398.72,1118124.75,411682.28
Norway,NOR,5197.4,5669.69,6107.08,6553.27,7206.52,8111.95,8753.94,9577.38,10227.09,11136.19,12814.12,14583.11,17358.61,22534.25,27145.69,32877.81,35942.27,41508.03,46522.9,53132.24,64439.38,63596.65,62647.2,61627.24,62057.96,65416.88,78693.12,94229.91,101900.26,102633.93,119791.84,121872.46,130838.04,120579.21,127131.32,152029.61,163520.11,161356.63,154230.3,162383.71,171457.2,174239.35,195914.85,229385.47,265268.66,309978.58,346915.16,402643.26,464917.55,387976.4,431052.14,501360.55,512777.31,526014.47,501736.47,388159.51,370956.55,401745.28,439788.63,408742.84,367633.42,503367.99,593726.97,485513.32,186487.61
Nepal,NPL,508.33,531.96,574.09,496.95,496.1,735.27,906.81,841.97,772.23,788.64,865.98,882.77,1024.1,972.1,1217.95,1575.79,1452.79,1382.4,1604.16,1851.25,1945.92,2275.58,2395.42,2447.17,2581.21,2619.91,2850.78,2957.26,3487.01,3525.23,3627.56,3921.48,3401.21,3660.04,4066.78,4401.1,4521.58,4918.69,4856.26,5033.64,5494.25,6007.06,6050.88,6330.47,7273.94,8130.26,9043.72,10325.62,12545.44,12854.99,16002.66,21573.87,21703.1,22162.2,22731.61,24360.8,24524.11,28971.59,33111.53,34186.18,33433.66,36924.84,41182.94,40908.07,8981.39
Nauru,NRU,,,,,,,,,,,17.57,19.01,21.73,26.53,35.99,40.11,40.29,40.44,41.75,44.43,46.95,51.69,52.88,48.44,47.36,41.55,39.94,40.12,45.93,53.74,55.57,52.53,51.13,43.54,39.74,39.97,37.46,37.33,29.66,27.33,26.93,22.61,21.02,24.78,30.59,30.07,29.2,22.77,37.6,44.18,47.56,65.07,101.06,94.39,99.15,84.86,97.54,109.36,131.0,125.16,124.69,175.39,153.82,154.13,56.73
New Zealand,NZL,5536.1,5722.0,6133.16,6699.74,7340.77,5706.25,5917.44,6016.02,5228.05,5814.36,6495.61,7911.14,9567.33,12802.28,13940.98,12861.98,13604.83,15446.83,18530.52,20731.24,23244.55,24417.62,24164.6,24309.28,21665.98,24679.8,30604.67,40376.35,45176.81,43920.22,45495.13,42745.33,41649.83,46775.62,55314.73,63918.7,70140.84,66075.14,56227.17,58762.26,52623.28,53872.43,66627.73,88250.89,103905.21,114720.13,111538.81,137188.95,133131.37,121373.6,146517.54,168295.31,176210.71,190909.86,201337.55,178104.22,188898.21,206566.92,211846.56,212846.91,212697.53,253644.08,246733.52,253465.7,76140.29
OECD members,OED,1061264.93,1131861.09,1223947.59,1317492.89,1441750.23,1566396.99,1714911.27,1832992.07,1988238.2,2191111.96,2400412.27,2659330.84,3089079.7,3739264.29,4194417.62,4701145.69,5094295.73,5744570.46,6915174.74,7983332.78,8867251.98,9029391.94,8890351.11,9189657.65,9603970.13,10110225.43,12251974.31,14189422.75,15997003.36,16735307.59,18846972.46,19953764.77,21464746.29,21795813.35,23297636.22,25681295.89,25899388.21,25507725.15,25774930.65,27071119.63,27669616.11,27415354.31,28601698.34,31985356.19,35608846.78,37648159.77,39718283.26,43483775.7,46172651.25,43184014.26,45297226.69,48721225.42,48676834.81,49360200.44,50386906.87,47536673.28,48460554.26,50610712.93,53525975.12,54053010.45,52852896.62,58899843.23,60170092.97,64098865.77,23535745.55
Oman,OMN,,,,,,63.28,67.76,107.15,188.88,240.0,256.32,301.01,366.88,483.07,1645.92,2096.7,2560.22,2741.17,2740.3,3733.35,5981.76,7259.12,7554.72,7932.54,8821.44,10005.65,7324.17,7811.18,8386.22,9372.17,11685.05,11341.48,12452.28,12493.11,12918.86,13802.6,15277.76,15837.45,13996.91,15593.46,19507.45,19452.0,20142.76,21633.71,24763.71,31081.99,37215.78,42085.38,60905.45,48388.36,64993.5,77497.53,87408.84,89936.02,92699.09,78710.79,75128.74,80856.7,91505.85,88060.86,75909.4,88191.98,114667.36,108192.46,30040.27
Other small states,OSS,,,,,,,,,,,,,,,,7075.1,8481.44,10530.54,12293.16,15359.23,21040.63,21001.57,20719.39,19799.54,20065.16,19711.83,20748.59,25513.23,28124.03,28730.23,33890.66,35877.6,39303.15,38476.26,40639.52,47227.96,49170.28,49548.18,50593.49,52839.94,55909.44,56104.11,61196.33,75225.43,89281.97,101041.83,113035.7,135646.18,148958.99,129389.54,138174.1,157064.41,155912.88,162812.44,167893.02,151721.85,159200.15,176977.45,193850.03,195442.32,178185.12,208006.92,223331.36,234402.05,85418.86
Pakistan,PAK,3749.27,4118.65,4310.16,4630.83,5204.96,5929.23,6561.11,7464.51,8042.0,8683.12,10027.51,10665.9,9415.02,6383.43,8899.19,11230.61,13168.08,15126.06,17811.52,19688.38,23654.44,28100.61,30725.97,28691.89,31151.83,31144.92,31899.07,33351.53,38472.74,40171.11,40010.42,45625.34,48884.67,51810.0,52293.47,60636.07,63320.17,62433.34,62191.96,62973.86,99484.8,97145.62,97923.3,112371.91,132216.05,145208.56,161871.39,184140.87,202203.75,187337.78,196709.62,230586.58,250106.97,258657.23,271390.47,299963.59,313630.0,339205.53,356128.17,320909.47,300425.61,348516.65,374787.96,338368.46,104186.61
Panama,PAN,537.15,599.03,652.12,722.78,776.14,852.49,928.83,1034.38,1112.79,1221.31,1351.01,1523.92,1673.41,1913.79,2188.31,2435.3,2588.11,2738.26,3244.56,3704.55,4614.09,5222.42,5769.77,5923.76,6183.39,6541.52,6797.83,6827.67,5902.78,5918.47,6433.97,7074.68,8042.34,8782.59,9365.29,9573.81,9870.49,10677.29,11575.49,12130.25,12304.11,12502.01,12994.31,13693.98,15013.38,16374.39,18141.67,21295.98,25155.89,27116.64,29440.29,34686.22,40429.7,45599.9,49921.4,54091.8,57907.7,62202.7,67294.17,69721.79,57086.84,67406.74,76522.51,83382.4,18051.76
