game_name,country_name,game_season,discipline_title,event_title,event_gender,gold,silver,bronze,total_medals
Amsterdam 1928,Italy,Summer,Wrestling,"bantamweight, greco-roman (≤58 kilograms) men",Men,,,1.0,1.0
Amsterdam 1928,Italy,Summer,Wrestling,"featherweight, greco-roman (≤60 kilograms) men",Men,,,1.0,1.0
Amsterdam 1928,Japan,Summer,Athletics,800m women,Women,,1.0,,1.0
Amsterdam 1928,Japan,Summer,Athletics,triple jump men,Men,1.0,,,1.0
Amsterdam 1928,Japan,Summer,Swimming,100m freestyle men,Men,,,1.0,1.0
Amsterdam 1928,Japan,Summer,Swimming,200m breaststroke men,Men,1.0,,,1.0
Amsterdam 1928,Japan,Summer,Swimming,4x200m freestyle relay men,Men,,1.0,,1.0
Amsterdam 1928,Netherlands,Summer,Artistic Gymnastics,team competition women,Women,1.0,,,1.0
Amsterdam 1928,Netherlands,Summer,Athletics,high jump women,Women,,1.0,,1.0
Amsterdam 1928,Netherlands,Summer,Boxing,5352  5715kg featherweight men,Men,1.0,,,1.0
Amsterdam 1928,Netherlands,Summer,Boxing,7257  7938kg lightheavyweight men,Men,,,1.0,1.0
Amsterdam 1928,Netherlands,Summer,Cycling Track,1km pursuit men,Men,,1.0,,1.0
Amsterdam 1928,Netherlands,Summer,Cycling Track,1km time trial men,Men,,1.0,,1.0
Amsterdam 1928,Netherlands,Summer,Cycling Track,2000m tandem men,Men,1.0,,,1.0
Amsterdam 1928,Netherlands,Summer,Cycling Track,team pursuit 4000m men,Men,,1.0,,1.0
Amsterdam 1928,Netherlands,Summer,Equestrian,individual mixed,Men,1.0,1.0,,2.0
Amsterdam 1928,Netherlands,Summer,Equestrian,team mixed,Men,1.0,,1.0,2.0
Amsterdam 1928,Netherlands,Summer,Hockey,hockey men,Men,,1.0,,1.0
Amsterdam 1928,Netherlands,Summer,Sailing,8m mixed,Open,,1.0,,1.0
Amsterdam 1928,Netherlands,Summer,Swimming,100m backstroke women,Women,1.0,,,1.0
Amsterdam 1928,Netherlands,Summer,Swimming,200m breaststroke women,Women,,1.0,,1.0
Amsterdam 1928,Netherlands,Summer,Swimming,400m freestyle women,Women,,1.0,,1.0
Amsterdam 1928,Netherlands,Summer,Weightlifting,67.5-75kg middleweight men,Men,,,1.0,1.0
Amsterdam 1928,Netherlands,Summer,Weightlifting,75-82.5kg total lightheavyweight men,Men,,,1.0,1.0
Amsterdam 1928,New Zealand,Summer,Boxing,6124  6668kg welterweight men,Men,1.0,,,1.0
Amsterdam 1928,Norway,Summer,Athletics,javelin throw men,Men,,,1.0,1.0
Amsterdam 1928,Norway,Summer,Equestrian,team mixed,Men,,1.0,,1.0
Amsterdam 1928,Norway,Summer,Sailing,6m mixed,Open,1.0,,,1.0
Amsterdam 1928,Philippines,Summer,Swimming,200m breaststroke men,Men,,,1.0,1.0
Amsterdam 1928,Poland,Summer,Athletics,discus throw women,Women,1.0,,,1.0
Amsterdam 1928,Poland,Summer,Equestrian,team mixed,Men,,1.0,1.0,2.0
Amsterdam 1928,Poland,Summer,Fencing,sabre team men,Men,,,1.0,1.0
Amsterdam 1928,Poland,Summer,Rowing,four-oared shell with coxswain men,Men,,,1.0,1.0
Amsterdam 1928,Portugal,Summer,Fencing,épée team men,Men,,,1.0,1.0
Amsterdam 1928,South Africa,Summer,Athletics,110m hurdles men,Men,1.0,,,1.0
Amsterdam 1928,South Africa,Summer,Boxing,508  5352kg bantamweight men,Men,,,1.0,1.0
Amsterdam 1928,South Africa,Summer,Swimming,4x100m freestyle relay women,Women,,,1.0,1.0
Amsterdam 1928,Spain,Summer,Equestrian,team mixed,Men,1.0,,,1.0
Amsterdam 1928,Sweden,Summer,Athletics,10000m men,Men,,,1.0,1.0
Amsterdam 1928,Sweden,Summer,Athletics,5000m men,Men,,,1.0,1.0
Amsterdam 1928,Sweden,Summer,Athletics,800m men,Men,,1.0,,1.0
Amsterdam 1928,Sweden,Summer,Athletics,800m women,Women,,,1.0,1.0
Amsterdam 1928,Sweden,Summer,Athletics,discus throw women,Women,,,1.0,1.0
Amsterdam 1928,Sweden,Summer,Athletics,hammer throw men,Men,,1.0,,1.0
Amsterdam 1928,Sweden,Summer,Athletics,javelin throw men,Men,1.0,,,1.0
Amsterdam 1928,Sweden,Summer,Boxing,5715  6124kg lightweight men,Men,,,1.0,1.0
Amsterdam 1928,Sweden,Summer,Boxing,7938kg heavyweight men,Men,,1.0,,1.0
Amsterdam 1928,Sweden,Summer,Cycling Road,individual time trial men,Men,,,1.0,1.0
Amsterdam 1928,Sweden,Summer,Cycling Road,team time trial men,Men,,,1.0,1.0
Amsterdam 1928,Sweden,Summer,Diving,10m platform women,Women,,,1.0,1.0
Amsterdam 1928,Sweden,Summer,Equestrian,individual mixed,Men,,,1.0,1.0
Amsterdam 1928,Sweden,Summer,Equestrian,team mixed,Men,,1.0,1.0,2.0
Amsterdam 1928,Sweden,Summer,Modern Pentathlon,individual competition men,Men,1.0,1.0,,2.0
Amsterdam 1928,Sweden,Summer,Sailing,8m mixed,Open,,,1.0,1.0
Amsterdam 1928,Sweden,Summer,Swimming,1500m freestyle men,Men,1.0,,,1.0
Amsterdam 1928,Sweden,Summer,Swimming,400m freestyle men,Men,,,1.0,1.0
Amsterdam 1928,Sweden,Summer,Wrestling,"featherweight, greco-roman (≤60 kilograms) men",Men,,1.0,,1.0
Amsterdam 1928,Sweden,Summer,Wrestling,"heavyweight, freestyle (>87 kilograms) men",Men,1.0,,,1.0
Amsterdam 1928,Sweden,Summer,Wrestling,"heavyweight, greco-roman (>82.5 kilograms) men",Men,1.0,,,1.0
Amsterdam 1928,Sweden,Summer,Wrestling,"light-heavyweight, freestyle (≤87 kilograms) men",Men,1.0,,,1.0
Amsterdam 1928,Switzerland,Summer,Artistic Gymnastics,horizontal bar men,Men,1.0,,1.0,2.0
Amsterdam 1928,Switzerland,Summer,Artistic Gymnastics,individual all-round men,Men,1.0,1.0,,2.0
Amsterdam 1928,Switzerland,Summer,Artistic Gymnastics,parallel bars men,Men,,,1.0,1.0
Amsterdam 1928,Switzerland,Summer,Artistic Gymnastics,pommel horse men,Men,1.0,1.0,,2.0
Amsterdam 1928,Switzerland,Summer,Artistic Gymnastics,team competition men,Men,1.0,,,1.0
Amsterdam 1928,Switzerland,Summer,Artistic Gymnastics,vault men,Men,1.0,,,1.0
Amsterdam 1928,Switzerland,Summer,Equestrian,individual mixed,Men,,,1.0,1.0
Amsterdam 1928,Switzerland,Summer,Rowing,four-oared shell with coxswain men,Men,,1.0,,1.0
Amsterdam 1928,Switzerland,Summer,Rowing,pair-oared shell with coxswain men,Men,1.0,,,1.0
Amsterdam 1928,Switzerland,Summer,Wrestling,"featherweight, freestyle (≤61 kilograms) men",Men,,,1.0,1.0
Amsterdam 1928,Switzerland,Summer,Wrestling,"light-heavyweight, freestyle (≤87 kilograms) men",Men,,1.0,,1.0
Amsterdam 1928,Switzerland,Summer,Wrestling,"middleweight, freestyle (≤79 kilograms) men",Men,1.0,,,1.0
Amsterdam 1928,United States,Summer,Athletics,100m women,Women,1.0,,,1.0
Amsterdam 1928,United States,Summer,Athletics,110m hurdles men,Men,,1.0,1.0,2.0
Amsterdam 1928,United States,Summer,Athletics,400m hurdles men,Men,,1.0,1.0,2.0
Amsterdam 1928,United States,Summer,Athletics,400m men,Men,1.0,,,1.0
Amsterdam 1928,United States,Summer,Athletics,4x100m relay men,Men,1.0,,,1.0
Amsterdam 1928,United States,Summer,Athletics,4x100m relay women,Women,,1.0,,1.0
Amsterdam 1928,United States,Summer,Athletics,4x400m relay men,Men,1.0,,,1.0
Amsterdam 1928,United States,Summer,Athletics,decathlon men,Men,,,1.0,1.0
Amsterdam 1928,United States,Summer,Athletics,discus throw men,Men,1.0,,1.0,2.0
Amsterdam 1928,United States,Summer,Athletics,discus throw women,Women,,1.0,,1.0
Amsterdam 1928,United States,Summer,Athletics,hammer throw men,Men,,,1.0,1.0
Amsterdam 1928,United States,Summer,Athletics,high jump men,Men,1.0,1.0,,2.0
Amsterdam 1928,United States,Summer,Athletics,high jump women,Women,,,1.0,1.0
Amsterdam 1928,United States,Summer,Athletics,long jump men,Men,1.0,,1.0,2.0
Amsterdam 1928,United States,Summer,Athletics,pole vault men,Men,1.0,1.0,1.0,3.0
Amsterdam 1928,United States,Summer,Athletics,shot put men,Men,1.0,1.0,,2.0
Amsterdam 1928,United States,Summer,Athletics,triple jump men,Men,,1.0,,1.0
Amsterdam 1928,United States,Summer,Boxing,508  5352kg bantamweight men,Men,,1.0,,1.0
Amsterdam 1928,United States,Summer,Boxing,5352  5715kg featherweight men,Men,,,1.0,1.0
Amsterdam 1928,United States,Summer,Boxing,5715  6124kg lightweight men,Men,,1.0,,1.0
Amsterdam 1928,United States,Summer,Diving,10m platform men,Men,1.0,,1.0,2.0
Amsterdam 1928,United States,Summer,Diving,10m platform women,Women,1.0,1.0,,2.0
Amsterdam 1928,United States,Summer,Diving,3m springboard men,Men,1.0,1.0,,2.0
Amsterdam 1928,United States,Summer,Diving,3m springboard women,Women,1.0,1.0,1.0,3.0
Amsterdam 1928,United States,Summer,Fencing,épée individual men,Men,,,1.0,1.0
Amsterdam 1928,United States,Summer,Rowing,double sculls 2x men,Men,1.0,,,1.0
Amsterdam 1928,United States,Summer,Rowing,eight with coxswain 8 men,Men,1.0,,,1.0
Amsterdam 1928,United States,Summer,Rowing,four without coxswain 4 men,Men,,1.0,,1.0
Amsterdam 1928,United States,Summer,Rowing,pair without coxswain 2 men,Men,,,1.0,1.0
Amsterdam 1928,United States,Summer,Rowing,single sculls 1x men,Men,,1.0,,1.0
Amsterdam 1928,United States,Summer,Swimming,100m backstroke men,Men,1.0,1.0,1.0,3.0
Amsterdam 1928,United States,Summer,Swimming,100m freestyle men,Men,1.0,,,1.0
Amsterdam 1928,United States,Summer,Swimming,100m freestyle women,Women,1.0,1.0,,2.0
Amsterdam 1928,United States,Summer,Swimming,1500m freestyle men,Men,,,1.0,1.0
Amsterdam 1928,United States,Summer,Swimming,400m freestyle women,Women,1.0,,1.0,2.0
Amsterdam 1928,United States,Summer,Swimming,4x100m freestyle relay women,Women,1.0,,,1.0
Amsterdam 1928,United States,Summer,Swimming,4x200m freestyle relay men,Men,1.0,,,1.0
Amsterdam 1928,United States,Summer,Wrestling,"featherweight, freestyle (≤61 kilograms) men",Men,1.0,,,1.0
Amsterdam 1928,United States,Summer,Wrestling,"welterweight, freestyle (≤72 kilograms) men",Men,,1.0,,1.0
Amsterdam 1928,Uruguay,Summer,Football,football men,Men,1.0,,,1.0
Amsterdam 1928,Yugoslavia,Summer,Artistic Gymnastics,individual all-round men,Men,,,1.0,1.0
Amsterdam 1928,Yugoslavia,Summer,Artistic Gymnastics,parallel bars men,Men,,1.0,,1.0
Amsterdam 1928,Yugoslavia,Summer,Artistic Gymnastics,rings men,Men,1.0,,,1.0
Amsterdam 1928,Yugoslavia,Summer,Artistic Gymnastics,team competition men,Men,,,1.0,1.0
Amsterdam 1928,Yugoslavia,Summer,Artistic Gymnastics,vault men,Men,,,1.0,1.0
Antwerp 1920,Australia,Summer,Athletics,3000m walk men,Men,,1.0,,1.0
Antwerp 1920,Australia,Summer,Swimming,1500m freestyle men,Men,,,1.0,1.0
Antwerp 1920,Australia,Summer,Swimming,4x200m freestyle relay men,Men,,1.0,,1.0
Antwerp 1920,Belgium,Summer,Archery,fixed bird target large birds men,Men,1.0,1.0,1.0,3.0
Antwerp 1920,Belgium,Summer,Archery,fixed bird target large birds teams men,Men,1.0,,,1.0
Antwerp 1920,Belgium,Summer,Archery,fixed bird target small bird teams men,Men,1.0,,,1.0
Antwerp 1920,Belgium,Summer,Archery,fixed bird target small birds men,Men,1.0,1.0,1.0,3.0
Antwerp 1920,Belgium,Summer,Archery,moving bird target 28m men,Men,1.0,,,1.0
Antwerp 1920,Belgium,Summer,Archery,moving bird target 28m teams men,Men,,1.0,,1.0
Antwerp 1920,Belgium,Summer,Archery,moving bird target 33m men,Men,1.0,,,1.0
Antwerp 1920,Belgium,Summer,Archery,moving bird target 33m teams men,Men,1.0,,,1.0
Antwerp 1920,Belgium,Summer,Archery,moving bird target 50m men,Men,,1.0,,1.0
Antwerp 1920,Belgium,Summer,Archery,moving bird target 50m teams men,Men,1.0,,,1.0
Antwerp 1920,Belgium,Summer,Artistic Gymnastics,team competition men,Men,,1.0,,1.0
Antwerp 1920,Belgium,Summer,Artistic Gymnastics,team swedish system men,Men,,,1.0,1.0
Antwerp 1920,Belgium,Summer,Cycling Road,team time trial men,Men,,,1.0,1.0
Antwerp 1920,Belgium,Summer,Cycling Track,50km men,Men,1.0,,,1.0
Antwerp 1920,Belgium,Summer,Equestrian,team mixed,Men,,1.0,1.0,2.0
Antwerp 1920,Belgium,Summer,Equestrian  Vaulting,figure riding individual mixed,Men,1.0,,1.0,2.0
Antwerp 1920,Belgium,Summer,Equestrian  Vaulting,figure riding team mixed,Men,1.0,,,1.0
Antwerp 1920,Belgium,Summer,Fencing,épée team men,Men,,1.0,,1.0
Antwerp 1920,Belgium,Summer,Football,football men,Men,1.0,,,1.0
Antwerp 1920,Belgium,Summer,Hockey,hockey men,Men,,,1.0,1.0
Antwerp 1920,Belgium,Summer,Sailing,6m rating 1907 mixed,Open,1.0,,,1.0
Antwerp 1920,Belgium,Summer,Sailing,6m rating 1919 men,Open,,1.0,,1.0
Antwerp 1920,Belgium,Summer,Sailing,8m rating 1919 men,Open,,,1.0,1.0
Antwerp 1920,Belgium,Summer,Shooting,clay pigeons team men,Men,,1.0,,1.0
Antwerp 1920,Belgium,Summer,Swimming,100m backstroke men,Men,,,1.0,1.0
Antwerp 1920,Belgium,Summer,Tug of War,tug of war men,Men,,,1.0,1.0
Antwerp 1920,Belgium,Summer,Water Polo,water polo men,Men,,1.0,,1.0
Antwerp 1920,Belgium,Summer,Weightlifting,60  675kg onetwo hand 3 events lightweight men,Men,,1.0,1.0,2.0
Antwerp 1920,Belgium,Summer,Weightlifting,60kg onetwo hand 3 events featherweight men,Men,1.0,,,1.0
Antwerp 1920,Brazil,Summer,Shooting,25m rapid fire pistol 60 shots men,Men,1.0,,,1.0
Antwerp 1920,Brazil,Summer,Shooting,50m army pistol team men,Men,,,1.0,1.0
Antwerp 1920,Brazil,Summer,Shooting,50m pistol 60 shots men,Men,,1.0,,1.0
Antwerp 1920,Canada,Summer,Athletics,110m hurdles men,Men,1.0,,,1.0
Antwerp 1920,Canada,Summer,Boxing,508  5352kg bantamweight men,Men,,1.0,,1.0
Antwerp 1920,Canada,Summer,Boxing,5715  6124kg lightweight men,Men,,,1.0,1.0
Antwerp 1920,Canada,Summer,Boxing,6124  6668kg welterweight men,Men,1.0,,,1.0
Antwerp 1920,Canada,Summer,Boxing,6668  7257kg middleweight men,Men,,1.0,1.0,2.0
Antwerp 1920,Canada,Summer,Ice Hockey,ice hockey men,Men,1.0,,,1.0
Antwerp 1920,Canada,Summer,Swimming,1500m freestyle men,Men,,1.0,,1.0
Antwerp 1920,Canada,Summer,Swimming,400m freestyle men,Men,,,1.0,1.0
Antwerp 1920,Czech Republic,Summer,Ice Hockey,ice hockey men,Men,,,1.0,1.0
Antwerp 1920,Czech Republic,Summer,Tennis,mixed doubles mixed,Mixed,,,1.0,1.0
Antwerp 1920,Denmark,Summer,Artistic Gymnastics,team free system men,Men,1.0,,,1.0
Antwerp 1920,Denmark,Summer,Artistic Gymnastics,team swedish system men,Men,,1.0,,1.0
Antwerp 1920,Denmark,Summer,Athletics,pole vault men,Men,,1.0,,1.0
Antwerp 1920,Denmark,Summer,Boxing,508kg flyweight men,Men,,1.0,,1.0
Antwerp 1920,Denmark,Summer,Boxing,5715  6124kg lightweight men,Men,,1.0,,1.0
Antwerp 1920,Denmark,Summer,Boxing,7938kg heavyweight men,Men,,1.0,,1.0
Antwerp 1920,Denmark,Summer,Diving,10m platform women,Women,1.0,,,1.0
Antwerp 1920,Denmark,Summer,Hockey,hockey men,Men,,1.0,,1.0
Antwerp 1920,Denmark,Summer,Shooting,300m free rifle 3 positions 3 men,Men,,1.0,,1.0
Antwerp 1920,Denmark,Summer,Shooting,300m free rifle standing team men,Men,1.0,,,1.0
Antwerp 1920,Denmark,Summer,Shooting,army rifle 300m standing men,Men,,1.0,,1.0
Antwerp 1920,Denmark,Summer,Wrestling,"heavyweight, greco-roman (>82.5 kilograms) men",Men,,1.0,,1.0
Antwerp 1920,Denmark,Summer,Wrestling,"light-heavyweight, greco-roman (≤82.5 kilograms) men",Men,,,1.0,1.0
Antwerp 1920,Estonia,Summer,Athletics,marathon men,Men,,1.0,,1.0
Antwerp 1920,Estonia,Summer,Weightlifting,60  675kg onetwo hand 3 events lightweight men,Men,1.0,,,1.0
Antwerp 1920,Estonia,Summer,Weightlifting,60kg onetwo hand 3 events featherweight men,Men,,1.0,,1.0
Antwerp 1920,Finland,Summer,Athletics,10000m men,Men,1.0,,,1.0
Antwerp 1920,Finland,Summer,Athletics,5000m men,Men,,1.0,,1.0
Antwerp 1920,Finland,Summer,Athletics,cross country individual men,Men,1.0,,1.0,2.0
Antwerp 1920,Finland,Summer,Athletics,cross country team men,Men,1.0,,,1.0
Antwerp 1920,Finland,Summer,Athletics,discus throw men,Men,1.0,1.0,,2.0
Antwerp 1920,Finland,Summer,Athletics,javelin throw men,Men,1.0,1.0,1.0,3.0
Antwerp 1920,Finland,Summer,Athletics,marathon men,Men,1.0,,,1.0
Antwerp 1920,Finland,Summer,Athletics,pentathlon men,Men,1.0,,1.0,2.0
Antwerp 1920,Finland,Summer,Athletics,shot put men,Men,1.0,1.0,,2.0
Antwerp 1920,Finland,Summer,Athletics,triple jump men,Men,1.0,,,1.0
Antwerp 1920,Finland,Summer,Figure skating,pairs mixed,Mixed,1.0,,,1.0
Antwerp 1920,Finland,Summer,Shooting,100m running deer double shots team men,Men,,,1.0,1.0
Antwerp 1920,Finland,Summer,Shooting,100m running deer single shots team men,Men,,1.0,,1.0
Antwerp 1920,Finland,Summer,Shooting,300m free rifle prone team men,Men,,,1.0,1.0
Antwerp 1920,Finland,Summer,Swimming,200m breaststroke men,Men,,,1.0,1.0
Antwerp 1920,Finland,Summer,Swimming,400m breaststroke men,Men,,,1.0,1.0
Antwerp 1920,Finland,Summer,Wrestling,"featherweight, greco-roman (≤60 kilograms) men",Men,1.0,1.0,,2.0
Antwerp 1920,Finland,Summer,Wrestling,"heavyweight, greco-roman (>82.5 kilograms) men",Men,1.0,,1.0,2.0
Antwerp 1920,Finland,Summer,Wrestling,"light-heavyweight, greco-roman (≤82.5 kilograms) men",Men,,1.0,,1.0
Antwerp 1920,Finland,Summer,Wrestling,"lightweight, freestyle (≤67.5 kilograms) men",Men,1.0,,,1.0
Antwerp 1920,Finland,Summer,Wrestling,"lightweight, greco-roman (≤67.5 kilograms) men",Men,1.0,1.0,,2.0
Antwerp 1920,Finland,Summer,Wrestling,"middleweight, freestyle (≤75 kilograms) men",Men,1.0,1.0,,2.0
Antwerp 1920,Finland,Summer,Wrestling,"middleweight, greco-roman (≤75 kilograms) men",Men,,1.0,1.0,2.0
Antwerp 1920,France,Summer,Archery,moving bird target 28m men,Men,,1.0,,1.0
Antwerp 1920,France,Summer,Archery,moving bird target 28m teams men,Men,,,1.0,1.0
Antwerp 1920,France,Summer,Archery,moving bird target 33m men,Men,,1.0,,1.0
Antwerp 1920,France,Summer,Archery,moving bird target 33m teams men,Men,,1.0,,1.0
Antwerp 1920,France,Summer,Archery,moving bird target 50m men,Men,1.0,,,1.0
Antwerp 1920,France,Summer,Archery,moving bird target 50m teams men,Men,,1.0,,1.0
Antwerp 1920,France,Summer,Artistic Gymnastics,individual all-round men,Men,,1.0,1.0,2.0
Antwerp 1920,France,Summer,Artistic Gymnastics,team competition men,Men,,,1.0,1.0
Antwerp 1920,France,Summer,Athletics,10000m men,Men,,1.0,,1.0
Antwerp 1920,France,Summer,Athletics,4x100m relay men,Men,,1.0,,1.0
Antwerp 1920,France,Summer,Athletics,4x400m relay men,Men,,,1.0,1.0
Antwerp 1920,France,Summer,Athletics,5000m men,Men,1.0,,,1.0
Antwerp 1920,France,Summer,Boxing,5352  5715kg featherweight men,Men,1.0,1.0,,2.0
Antwerp 1920,France,Summer,Boxing,7938kg heavyweight men,Men,,,1.0,1.0
Antwerp 1920,France,Summer,Cycling Road,individual time trial men,Men,,,1.0,1.0
Antwerp 1920,France,Summer,Cycling Road,team time trial men,Men,1.0,,,1.0
Antwerp 1920,France,Summer,Equestrian  Vaulting,figure riding individual mixed,Men,,1.0,,1.0
Antwerp 1920,France,Summer,Equestrian  Vaulting,figure riding team mixed,Men,,1.0,,1.0
Antwerp 1920,France,Summer,Fencing,foil individual men,Men,,1.0,1.0,2.0
Antwerp 1920,France,Summer,Fencing,foil team men,Men,,1.0,,1.0
Antwerp 1920,France,Summer,Fencing,sabre team men,Men,,1.0,,1.0
Antwerp 1920,France,Summer,Fencing,épée individual men,Men,1.0,1.0,1.0,3.0
Antwerp 1920,France,Summer,Fencing,épée team men,Men,,,1.0,1.0
Antwerp 1920,France,Summer,Rowing,double sculls 2x men,Men,,,1.0,1.0
Antwerp 1920,France,Summer,Rowing,pair-oared shell with coxswain men,Men,,1.0,,1.0
Antwerp 1920,France,Summer,Rugby,rugby men,Men,,1.0,,1.0
Antwerp 1920,France,Summer,Sailing,65m rating 1919 mixed,Open,,1.0,,1.0
Antwerp 1920,France,Summer,Shooting,300m free rifle prone team men,Men,,1.0,,1.0
Antwerp 1920,France,Summer,Shooting,army rifle 300m prone men,Men,,1.0,,1.0
Antwerp 1920,France,Summer,Tennis,doubles men,Men,,,1.0,1.0
Antwerp 1920,France,Summer,Tennis,doubles women,Women,,,1.0,1.0
Antwerp 1920,France,Summer,Tennis,mixed doubles mixed,Mixed,1.0,,,1.0
Antwerp 1920,France,Summer,Tennis,singles women,Women,1.0,,,1.0
Antwerp 1920,France,Summer,Weightlifting,675  75kg onetwo hand 3 events middleweight men,Men,1.0,,,1.0
Antwerp 1920,France,Summer,Weightlifting,75  825kg onetwo hand 3 e lightheavyweight men,Men,1.0,,,1.0
Antwerp 1920,France,Summer,Weightlifting,825kg onetwo hand 3 events heavyweight men,Men,,,1.0,1.0
Antwerp 1920,Great Britain,Summer,Athletics,10000m men,Men,,,1.0,1.0
Antwerp 1920,Great Britain,Summer,Athletics,10000m walk men,Men,,,1.0,1.0
Antwerp 1920,Great Britain,Summer,Athletics,100m men,Men,,,1.0,1.0
Antwerp 1920,Great Britain,Summer,Athletics,1500m men,Men,1.0,1.0,,2.0
Antwerp 1920,Great Britain,Summer,Athletics,200m men,Men,,,1.0,1.0
Antwerp 1920,Great Britain,Summer,Athletics,3000m steeplechase men,Men,1.0,,,1.0
Antwerp 1920,Great Britain,Summer,Athletics,3000m team men,Men,,1.0,,1.0
Antwerp 1920,Great Britain,Summer,Athletics,400m men,Men,,1.0,,1.0
Antwerp 1920,Great Britain,Summer,Athletics,4x400m relay men,Men,1.0,,,1.0
Antwerp 1920,Great Britain,Summer,Athletics,800m men,Men,1.0,,,1.0
Antwerp 1920,Great Britain,Summer,Athletics,cross country team men,Men,,1.0,,1.0
Antwerp 1920,Great Britain,Summer,Boxing,508  5352kg bantamweight men,Men,,,1.0,1.0
Antwerp 1920,Great Britain,Summer,Boxing,508kg flyweight men,Men,,,1.0,1.0
Antwerp 1920,Great Britain,Summer,Boxing,6124  6668kg welterweight men,Men,,1.0,,1.0
Antwerp 1920,Great Britain,Summer,Boxing,6668  7257kg middleweight men,Men,1.0,,,1.0
Antwerp 1920,Great Britain,Summer,Boxing,7257  7938kg lightheavyweight men,Men,,,1.0,1.0
Antwerp 1920,Great Britain,Summer,Boxing,7938kg heavyweight men,Men,1.0,,,1.0
Antwerp 1920,Great Britain,Summer,Cycling Track,2000m tandem men,Men,1.0,,,1.0
Antwerp 1920,Great Britain,Summer,Cycling Track,50km men,Men,,1.0,,1.0
Antwerp 1920,Great Britain,Summer,Cycling Track,sprint individual men,Men,,1.0,1.0,2.0
Antwerp 1920,Great Britain,Summer,Cycling Track,team pursuit 4000m men,Men,,1.0,,1.0
Antwerp 1920,Great Britain,Summer,Diving,10m platform women,Women,,1.0,,1.0
Antwerp 1920,Great Britain,Summer,Figure skating,pairs mixed,Mixed,,,1.0,1.0
Antwerp 1920,Great Britain,Summer,Hockey,hockey men,Men,1.0,,,1.0
Antwerp 1920,Great Britain,Summer,Polo,polo men,Men,1.0,,,1.0
Antwerp 1920,Great Britain,Summer,Rowing,eight with coxswain 8 men,Men,,1.0,,1.0
Antwerp 1920,Great Britain,Summer,Rowing,single sculls 1x men,Men,,1.0,,1.0
Antwerp 1920,Great Britain,Summer,Sailing,7m mixed,Open,1.0,,,1.0
